Stn_Name,Lat,Long,Prov,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD,Stn_No
GODERICH,43.767,-81.717,ON,-12.9,0,NA,0.5,0,-31.1,0,,,NA,21.3,0,NA,11,10,,,NA,865.5,0,6122847
KINCARDINE,44.173,-81.623,ON,-14,12,NA,-4.5,12,-25.5,12,65.8,12,NA,65.8,12,NA,,11,,,NA,512.4,0,6124127
SARNIA,42.999,-82.309,ON,-11.9,1,NA,1.7,1,-28,0,,,NA,2.4,3,NA,,1,,,NA,808.6,0,6127510
SARNIA CLIMATE,43,-82.3,ON,-12,0,NA,1.8,0,-28.3,0,,,NA,19.9,0,NA,13,8,,,NA,841.1,0,6127519
TOBERMORY RCS,45.233,-81.633,ON,-14.4,0,NA,-2.2,0,-30.2,0,,,NA,41.3,0,NA,21,12,,,NA,907.7,0,6128330
WROXETER,43.863,-81.152,ON,,,NA,,,,,50.2,0,NA,50.2,0,NA,47,12,,,NA,,,6129660
AMHERSTBURG,42.103,-83.094,ON,-8.9,16,-7,2.5,14,-24,16,30,14,NA,32.8,14,NA,,7,,,NA,322.4,0,6130257
CHATHAM WPCP,42.39,-82.215,ON,-14.4,19,-12,-5,19,-26,19,2,19,NA,2,19,NA,,2,,,NA,291.5,0,6131415
DELHI CS,42.867,-80.55,ON,-13.6,0,NA,0.8,0,-34.1,0,,,NA,49.6,0,NA,,12,,,NA,884.4,0,6131983
FORT ERIE,42.883,-78.967,ON,-13.6,9,-10.3,1,9,-27.5,9,93,9,NA,93,9,NA,40,10,,,NA,599.6,0,6132470
GRIMSBY MOUNTAIN,43.184,-79.558,ON,-11.1,0,NA,0.5,0,-26.7,0,73.2,0,NA,57.5,0,NA,39,9,,,NA,815,0,6133055
KINGSVILLE MOE,42.043,-82.674,ON,-10.3,3,-7.8,5,3,-24,3,29.5,3,NA,29.5,3,NA,0,10,,,NA,707.9,0,6134190
LONG POINT (AUT),42.567,-80.05,ON,-11.1,0,NA,3.6,0,-24.1,0,,,NA,,,NA,,,,,NA,815.9,0,6134F10
NEW GLASGOW,42.514,-81.636,ON,-11.9,0,-8.8,1,0,-29,0,55,0,332,56,0,105,0,10,,,NA,837.5,0,6135583
PORT COLBORNE,42.883,-79.25,ON,-10.9,2,-8,0,2,-26,2,80,2,NA,80,2,NA,20,17,,,NA,751.2,0,6136606
PORT WELLER (AUT),43.25,-79.217,ON,-9.7,0,NA,0.6,0,-21.2,0,,,NA,26.3,0,NA,13,10,,,NA,776.4,0,6136699
RAINHAM CENTURY FARM,42.85,-79.767,ON,-12.9,1,NA,0.5,1,-33,1,41,1,NA,41,1,NA,42,7,,,NA,833.4,0,6137135
RIDGETOWN RCS,42.45,-81.883,ON,-13.4,0,NA,2.7,0,-31.9,0,,,NA,37.5,0,NA,,8,,,NA,878.6,0,6137154
ST CATHARINES BROCK U,43.118,-79.248,ON,,,NA,,,,,64.5,0,NA,54.9,0,NA,31,13,,,NA,,,6137290
ST THOMAS WPCP,42.768,-81.205,ON,-11.3,7,-7.7,3.5,5,-32,2,73.5,2,NA,73.5,2,NA,39,13,,,NA,615.2,0,6137362
TILLSONBURG NORTH,42.861,-80.741,ON,-12.6,0,NA,2.5,0,-31.5,0,70.4,0,NA,70.4,0,NA,37,12,,,NA,856.4,0,6138269
TILLSONBURG WWTP,42.855,-80.722,ON,,,NA,,,,,60,0,NA,60,0,NA,38,10,,,NA,,,6138270
VINELAND STATION RCS,43.183,-79.4,ON,-10.6,1,NA,0.9,1,-23.1,0,,,NA,30.7,4,NA,,8,,,NA,773.2,0,6139148
WELLAND-PELHAM,42.967,-79.333,ON,-13.1,0,NA,0.1,0,-31.9,0,,,NA,34.1,0,NA,,8,,,NA,871.9,0,6139449
WINDSOR RIVERSIDE,42.333,-82.933,ON,-9.1,0,NA,6.5,0,-23.5,0,46.2,0,NA,47.8,0,NA,26,9,,,NA,757.4,0,6139520
WINDSOR A,42.276,-82.955,ON,-11,0,NA,4.4,0,-26.7,0,70.6,0,NA,58.4,0,NA,19,10,,,NA,811.1,0,6139527
PORT COLBORNE (AUT),42.867,-79.25,ON,-11.9,0,NA,-0.2,0,-25.3,0,,,NA,,,NA,,,,,NA,836.1,0,613F606
ERIEAU (AUT),42.25,-81.9,ON,-10.9,0,NA,4.8,0,-25.1,0,,,NA,,,NA,,,,,NA,810.4,0,613KLLM
POINT PELEE CS,41.949,-82.519,ON,-11.3,0,NA,6.2,0,-26.5,0,,,NA,,,NA,,,,,NA,820.4,0,613P001
BRANTFORD AIRPORT,43.133,-80.333,ON,-14.2,0,NA,0.8,0,-31.4,0,,,NA,19.9,0,NA,10,6,,,NA,901.2,0,6140942
DORCHESTER,43.002,-81.033,ON,,,NA,,,,,64.2,0,NA,64.6,0,NA,36,12,,,NA,,,6142066
ELORA RCS,43.65,-80.417,ON,-15.4,0,NA,-2.9,0,-31.2,0,,,NA,58.2,0,NA,,22,,,NA,933.8,0,6142286
FERGUS SHAND DAM,43.735,-80.33,ON,-15,0,-8.7,-2.5,0,-32,0,52.8,0,173,52.8,0,95,33,12,,,NA,924.1,0,6142400
FERGUS MOE,43.702,-80.379,ON,-15.2,0,NA,-2.5,0,-30,0,57.3,0,NA,57.3,0,NA,36,15,,,NA,929,0,6142402
FOLDENS,43.018,-80.781,ON,-16.1,13,-11.6,-6,13,-28,13,19.2,13,NA,19.2,13,NA,26,6,,,NA,512.1,0,6142420
GUELPH TURFGRASS,43.55,-80.217,ON,-14.8,0,NA,-2.1,0,-32.7,0,,,NA,,,NA,,,,,NA,918.9,0,6143089
JAMESTOWN,43.803,-81.184,ON,,,NA,,,,,58,0,NA,58,0,NA,30,15,,,NA,,,6143905
KITCHENER/WATERLOO,43.461,-80.379,ON,-14.8,0,NA,-1.6,0,-34.1,0,,,NA,7.5,1,NA,,2,,,NA,917.5,0,6144239
LONDON A,43.033,-81.151,ON,-13.6,0,NA,0.4,0,-30.5,0,,,NA,,,NA,,,,,NA,884.1,0,6144473
LONDON INT'L AIRPORT,43.033,-81.151,ON,,,,,,,,59,0,154,46,0,70,35,9,,,NA,,,6144475
LONDON CS,43.033,-81.15,ON,-13.1,0,NA,0.5,0,-28.8,0,,,NA,34.7,0,NA,,10,,,NA,871.4,0,6144478
MOUNT FOREST (AUT),43.983,-80.75,ON,-15.1,0,NA,-3.4,0,-31.5,0,,,NA,53.1,0,NA,26,19,,,NA,928.1,0,6145504
ROSEVILLE,43.354,-80.474,ON,-13.7,2,-8.3,12,2,-32,2,60,2,NA,60,2,NA,45,10,,,NA,822.9,0,6147188
STRATFORD WWTP,43.369,-81.005,ON,-14.9,9,-9.9,-3,9,-32,9,37.3,9,NA,37.3,9,NA,,9,,,NA,624.6,0,6148105
STRATHROY-MULLIFARRY,42.981,-81.643,ON,-13.9,0,NA,2,0,-32.5,0,42,0,NA,43.2,0,NA,28,14,,,NA,892,0,6148122
WATERLOO WELLINGTON 2,43.45,-80.383,ON,,,NA,,,,,55.2,0,NA,48.2,0,NA,28,12,,,NA,,,6149389
WOODSTOCK,43.136,-80.771,ON,-12.8,14,-8.2,-1.5,14,-33,14,19,14,NA,19,14,NA,,7,,,NA,431.8,0,6149625
BELLEVILLE,44.151,-77.395,ON,-14.3,0,-9.2,-2,0,-33,0,51.1,0,178,51.1,0,88,40,15,,,NA,904.6,0,6150689
BLACKSTOCK,44.1,-78.833,ON,-14.5,0,NA,12,0,-31,0,57.2,0,NA,57.2,0,NA,35,11,,,NA,909,0,6150790
BURLINGTON PIERS (AUT),43.3,-79.8,ON,-11.1,0,NA,0.6,0,-23.4,0,,,NA,,,NA,,,,,NA,815.9,0,6151061
CENTREVILLE,44.403,-76.908,ON,-14.8,2,-7.9,-2.5,1,-29.5,2,58.6,1,NA,58.6,1,NA,72,13,,,NA,852.8,0,6151309
COBOURG (AUT),43.95,-78.167,ON,-12.1,0,NA,-1.2,0,-24.7,0,,,NA,45.2,0,NA,3,11,,,NA,842.5,0,6151684
COBOURG STP,43.967,-78.183,ON,-11.1,20,-6.8,-2,20,-20.5,20,10,20,NA,10,20,NA,,2,,,NA,232.6,0,6151689
GEORGETOWN WWTP,43.64,-79.879,ON,-16.3,19,-11.1,-3.5,19,-32,19,5,19,NA,5,19,NA,,3,,,NA,309.1,0,6152695
HAMILTON A,43.174,-79.935,ON,-13.6,0,NA,-0.7,0,-29.1,0,56.6,0,NA,55,0,NA,50,11,,,NA,885.5,0,6153193
HAMILTON RBG CS,43.292,-79.908,ON,-12.1,0,NA,0.4,0,-27.3,0,,,NA,36,0,NA,,6,,,NA,844.1,0,6153301
KALADAR,44.648,-77.117,ON,-14.6,0,NA,13.5,0,-28.5,0,64.9,0,NA,64.9,0,NA,85,12,,,NA,914.1,0,6153935
OAKVILLE TWN,43.513,-79.69,ON,-12.7,3,NA,-1,2,-27.8,2,51.5,3,NA,32.2,2,NA,0,8,,,NA,766.4,0,6155750
ORANGEVILLE MOE,43.918,-80.086,ON,-15.6,2,-9.1,-4,1,-34,1,68.5,1,NA,68.5,1,NA,23,14,,,NA,873.6,0,6155790
OSHAWA,43.923,-78.883,ON,-14.1,1,NA,-1.5,1,-26.2,1,,,NA,23.3,3,NA,,4,,,NA,866,0,6155875
OSHAWA WPCP,43.867,-78.833,ON,-10.9,0,-7.3,13,0,-25,0,60.5,0,243,60.5,0,107,13,13,,,NA,809.4,0,6155878
POINT PETRE (AUT),43.833,-77.15,ON,-11.4,15,NA,0.1,13,-23.9,11,,,NA,31.3,19,NA,28,7,,,NA,381.7,0,6156559
MONO CENTRE,44.032,-80.024,ON,-15.4,0,NA,-4.3,0,-29.6,0,,,NA,39.9,3,NA,18,11,,,NA,934.1,0,6157000
STIRLING,44.293,-77.555,ON,,,NA,,,,,6.5,17,NA,6.5,16,NA,,2,,,NA,,,6158052
TORONTO,43.667,-79.4,ON,,,,,,,,44.7,0,165,41.6,0,75,24,9,,,NA,,,6158350
TORONTO CITY,43.667,-79.4,ON,-11.1,0,NA,-0.7,0,-25.1,0,,,NA,31.9,0,NA,,6,,,NA,814.7,0,6158355
TORONTO CITY CENTRE,43.628,-79.396,ON,-10.9,0,NA,-0.7,0,-24.9,0,,,NA,3,0,NA,,1,,,NA,808.5,0,6158359
TORONTO INTL A,43.677,-79.631,ON,-12.6,0,NA,-1.4,0,-25.5,0,39,0,NA,31.2,1,NA,18,6,,,NA,856.8,0,6158731
TORONTO EAST YORK DUSTAN,43.697,-79.339,ON,-11.1,0,NA,-1,0,-25.5,0,44.4,0,NA,44.6,0,NA,27,7,,,NA,815.8,0,6158751
TRENTON A,44.117,-77.533,ON,-13.8,0,-8.1,-1.7,0,-26.9,0,86.4,0,249,73.3,0,130,29,12,,,NA,889.4,0,6158875
UXBRIDGE WEST,44.098,-79.164,ON,-14.8,0,NA,-3.3,0,-28.8,0,,,NA,29,0,NA,7,8,,,NA,919,0,6159123
MOUNTAINVIEW,44.052,-77.302,ON,-12.7,0,-7.4,0,0,-26.5,0,100.8,0,336,100.8,0,179,59,16,,,NA,859,0,615EMR7
TORONTO BUTTONVILLE A,43.862,-79.37,ON,-13.3,0,-7.7,-1.8,0,-26.8,0,46.7,0,156,36.2,0,72,23,8,,,NA,876.3,0,615HMAK
TORONTO NORTH YORK,43.78,-79.468,ON,-12.4,0,NA,-1,0,-26.5,0,51.4,0,NA,39.2,0,NA,27,6,,,NA,851.1,0,615S001
COE HILL,44.923,-77.885,ON,-17.2,9,NA,-4,9,-31.5,9,22.5,9,NA,22.5,9,NA,,7,,,NA,669.5,0,6161740
HALIBURTON 3,45.032,-78.531,ON,-17.4,0,-8.3,-3,0,-37.5,0,55.7,0,106,55.7,0,75,52,13,,,NA,991.4,0,6163171
PETERBOROUGH,44.23,-78.363,ON,-15.8,1,NA,-2,1,-31,1,,,NA,2,4,NA,,1,,,NA,912.4,0,6166415
PETERBOROUGH TRENT U,44.35,-78.3,ON,-16,10,NA,-3.6,6,-29.1,6,,,NA,4.3,24,NA,36,2,,,NA,612.3,0,6166456
SONYA SUNDANCE MEADOWS,44.217,-78.95,ON,,,NA,,,,,40.8,0,NA,40.8,0,NA,28,11,,,NA,,,6168100
TAPLEY,44.171,-78.501,ON,,,NA,,,,,75.8,0,NA,75.8,0,NA,43,17,,,NA,,,6168525
BANCROFT AUTO,45.071,-77.879,ON,-17.6,0,NA,-4.1,0,-35.3,0,,,NA,28.4,0,NA,40,11,,,NA,997.7,0,616I001
BEAUPORT,46.837,-71.197,QC,,,NA,,,,,,,NA,30.2,2,NA,,14,,,NA,,,7010565
COTEAU DU LAC,45.317,-74.167,QC,-16.3,11,NA,-3.5,5,-30,6,76.2,0,NA,76.2,0,NA,52,14,,,NA,583.4,0,7011947
DESCHAMBAULT,46.667,-71.917,QC,-17.2,13,-6.9,-4,10,-34,9,18,4,NA,18,4,NA,,5,,,NA,527.6,0,7011982
DESCHAMBAULT,46.691,-71.972,QC,-18.5,0,NA,-1.8,0,-35.2,0,,,NA,28.1,0,NA,,11,,,NA,1022.4,0,7011983
HEROUXVILLE,46.667,-72.6,QC,-18.8,13,NA,-4,5,-39,11,25,2,NA,25,2,NA,46,7,,,NA,552.1,0,7013100
L'ASSOMPTION,45.809,-73.435,QC,-17.4,0,NA,-4.4,0,-31,0,,,NA,32,0,NA,19,12,,,NA,990.4,0,7014160
LES CEDRES,45.3,-74.05,QC,-15.3,9,NA,-3.5,6,-29,6,63.5,2,NA,63.5,2,NA,40,10,,,NA,632.9,0,7014290
LOUISEVILLE,46.267,-73.017,QC,-18.8,22,-8.7,-3,17,-33,18,25.8,3,NA,25.8,3,NA,39,7,,,NA,220.7,0,7014332
OKA,45.5,-74.067,QC,-16.2,10,-7.3,-5,6,-27,5,39.4,2,NA,39.4,2,NA,36,12,,,NA,615.8,0,7015730
L'ETAPE,47.562,-71.229,QC,-22.7,0,NA,-8.5,0,-39.7,0,,,NA,32.5,0,NA,,13,,,NA,1140.7,0,7015791
QUEBEC/JEAN LESAGE INTL A,46.8,-71.383,QC,,,,,,,,23.8,0,37,19.9,0,27,76,6,,,NA,,,7016294
RIGAUD,45.5,-74.367,QC,-16.6,12,-7.8,-4.5,10,-31.5,3,75.6,1,NA,75.6,1,NA,62,13,,,NA,554.1,0,7016470
RIVIERE VERTE OUEST,46.983,-71.833,QC,-18.8,16,-7.7,-6,6,-36.5,10,39.8,0,61,39.8,0,49,65,6,,,NA,441.9,0,7016675
ST ALBAN,46.717,-72.083,QC,-17.6,14,-7.4,-4,11,-35,12,7,9,NA,7,9,NA,54,3,,,NA,498.4,0,7016800
ST ALEXIS DES MONTS,46.533,-73.15,QC,-17.4,22,-6.9,-4,11,-35,19,28,0,64,28,0,49,50,7,,,NA,212.5,0,7016816
STE ANNE DE LA PERADE,46.583,-72.233,QC,-17.6,4,-7.2,-5,3,-34,1,61.6,0,120,61.6,0,92,36,10,,,NA,855,0,7016840
STE BEATRIX,46.2,-73.6,QC,-18.5,23,-7.7,-4,17,-35,19,17,3,NA,17,3,NA,,5,,,NA,182.3,0,7016902
ST CHARLES DE MANDEVILLE,46.35,-73.35,QC,-17.2,11,-7,-4.5,10,-33,5,28.8,3,NA,28.8,3,NA,52,9,,,NA,599.1,0,7016960
STE CHRISTINE,46.817,-71.917,QC,-17,14,NA,-5,14,-33,4,37.8,0,NA,37.8,0,NA,66,7,,,NA,490.5,0,7017000
ST COME,46.283,-73.75,QC,-18.6,6,-7.2,-3,4,-36,3,24,0,46,24,0,36,52,7,,,NA,805.6,0,7017080
ST JACQUES,45.95,-73.583,QC,-17.6,5,NA,-4.5,2,-34,4,28.5,0,NA,28.5,0,NA,52,10,,,NA,817.8,0,7017380
ST JANVIER,45.733,-73.883,QC,,,NA,,,-30,3,10,9,NA,10,9,NA,,4,,,NA,,,7017386
ST NARCISSE,46.533,-72.433,QC,-17.6,3,-7.4,-4,2,-34,2,39.6,0,117,39.6,0,79,56,7,,,NA,890.7,0,7017585
SHAWINIGAN,46.563,-72.733,QC,-17.2,0,NA,-4.2,0,-31.5,0,,,NA,,,NA,,,,,NA,985.9,0,7018001
TROIS RIVIERES A-2,46.35,-72.667,QC,,,NA,,,,,45.5,0,NA,27.1,0,NA,58,9,,,NA,,,7018560
TROIS-RIVIERES,46.354,-72.516,QC,-16,0,NA,-3.6,0,-28.6,0,,,NA,22.8,0,NA,,10,,,NA,953.1,0,7018562
TROIS-RIVIERES,46.367,-72.683,QC,-18.5,0,NA,-5.1,0,-35.3,0,,,NA,16.3,0,NA,45,7,,,NA,1021.3,0,7018563
VALCARTIER A,46.9,-71.503,QC,-19.7,0,NA,-4.3,0,-38.1,0,,,NA,20.5,0,NA,,6,,,NA,1056.1,0,7018573
LAC AUX SABLES,46.867,-72.4,QC,-18.6,3,-7.5,-4,1,-36.5,2,26,0,54,26,0,42,88,8,,,NA,915.9,0,701LEEH
LAC SAINT-PIERRE,46.183,-72.917,QC,-16.5,0,NA,-4.1,0,-30.3,0,,,NA,,,NA,,,,,NA,967.2,0,701LP0N
STE-FOY (U. LAVAL),46.78,-71.288,QC,-16.1,0,NA,-4.9,0,-27.7,0,,,NA,21.1,0,NA,43,9,,,NA,953.9,0,701Q004
LEMIEUX,46.304,-72.061,QC,-19,0,NA,-4.5,0,-37.7,0,,,NA,31.9,0,NA,,9,,,NA,1035.2,0,701Q009
QUEBEC/JEAN LESAGE INTL,46.804,-71.382,QC,-17.7,0,NA,-4.8,0,-33.8,0,,,NA,19.8,0,NA,,5,,,NA,999.8,0,701S001
ARTHABASKA,46.017,-71.95,QC,-16.6,9,-7.1,-4,3,-31,7,26.6,5,NA,26.6,5,NA,50,7,,,NA,657.6,0,7020305
AUTEUIL,45.65,-73.733,QC,-15.6,21,NA,-5,19,-25,21,33.2,12,NA,33.2,12,NA,46,5,,,NA,235.5,0,7020392
BEAUSEJOUR,46.667,-71.167,QC,-17.3,6,-7.1,-3.5,4,-31,3,51.9,0,78,51.9,0,64,64,10,,,NA,776.9,0,7020567
BONSECOURS,45.4,-72.267,QC,-16.3,24,-7.3,-4,20,-27,23,38,20,NA,38,20,NA,,8,,,NA,137.3,0,7020828
BROMPTONVILLE,45.483,-71.95,QC,-13.5,27,-4.9,-5,25,-24,24,40.5,8,NA,40.5,8,NA,30,8,,,NA,31.5,0,7020860
COATICOOK,45.15,-71.8,QC,-16,0,-8.1,-2.6,0,-28.3,0,56.6,2,NA,56.6,2,NA,39,12,,,NA,952.1,0,7021840
DANVILLE,45.817,-71.983,QC,-16.8,5,NA,-2.5,4,-33,1,22,4,NA,22,4,NA,40,7,,,NA,801.5,0,7021954
DRUMMONDVILLE,45.883,-72.483,QC,-16.2,13,-7.9,-3.5,8,-31,10,55,0,105,55,0,76,30,13,,,NA,513.6,0,7022160
FARNHAM,45.3,-72.9,QC,-15.2,9,-6.9,-1.5,4,-30.2,5,62.5,0,145,62.5,0,97,88,14,,,NA,631.3,0,7022320
FLEURY,45.8,-73,QC,-15.8,8,-7,-3,4,-29,4,14.5,6,NA,14.5,6,NA,50,4,,,NA,675.5,0,7022375
FORTIERVILLE,46.483,-72.05,QC,-17.5,2,-7.1,-4.5,1,-30.6,1,32,0,64,32,0,49,45,8,,,NA,923.5,0,7022494
FRELIGHSBURG,45.033,-72.85,QC,-14.6,0,NA,-2,0,-25.7,0,,,NA,51.6,0,NA,45,11,,,NA,912.6,0,7022579
GEORGEVILLE,45.133,-72.233,QC,-15.4,8,-7.1,-1.5,7,-30.5,7,35,2,NA,35,2,NA,35,8,,,NA,667.4,0,7022720
GRANBY,45.383,-72.717,QC,-14.5,10,-6.7,-3,5,-26,5,64.2,0,125,64.2,0,88,37,12,,,NA,584.9,0,7022800
HEMMINGFORD FOUR WINDS,45.067,-73.717,QC,-15,9,-7.5,-1.5,5,-31,7,32,2,NA,32,2,NA,30,8,,,NA,627,0,7023075
IBERVILLE,45.333,-73.25,QC,-15.5,27,-7.6,-7,24,-29,23,15.6,4,NA,15.6,4,NA,40,5,,,NA,33.5,0,7023270
VARENNES,45.723,-73.377,QC,-16,0,NA,-3.3,0,-28.4,0,,,NA,,,NA,,,,,NA,950.8,0,702327X
LAC MEGANTIC 2,45.6,-70.867,QC,-8,27,1.6,-4.5,12,-25,25,16,11,NA,16,11,NA,52,2,,,NA,26,0,7023677
LAPRAIRIE,45.383,-73.433,QC,-16.7,13,NA,-3.5,10,-30,7,36.2,5,NA,36.2,5,NA,,8,,,NA,520.2,0,7024100
LAURIERVILLE,46.333,-71.667,QC,-16.8,17,-7,-5,6,-28,16,26.2,3,NA,26.2,3,NA,30,6,,,NA,382.8,0,7024250
LAUZON,46.817,-71.1,QC,-19,16,-9.2,-5,8,-29.5,12,46.5,0,74,46.5,0,63,24,7,,,NA,444.4,0,7024254
LENNOXVILLE,45.369,-71.824,QC,-16.4,0,NA,-2.2,0,-32.7,0,,,NA,32.6,0,NA,25,14,,,NA,962.2,0,7024280
LINGWICK,45.633,-71.367,QC,-16.8,7,NA,-2,2,-34.5,7,70,1,NA,70,1,NA,44,14,,,NA,730.2,0,7024320
MAGOG,45.267,-72.117,QC,-14.2,6,-5.9,-2.5,5,-28,3,27.5,1,NA,27.5,1,NA,35,7,,,NA,707.4,0,7024440
MARIEVILLE,45.4,-73.133,QC,-15.2,9,-6.8,-3,6,-27,7,46.5,3,NA,46.5,3,NA,43,10,,,NA,631.1,0,7024627
MCTAVISH,45.506,-73.579,QC,-14.2,0,NA,-3.4,0,-23.9,0,,,NA,,,NA,,,,,NA,902.5,0,7024745
MILAN,45.583,-71.117,QC,-16.5,3,-6.5,-3.5,2,-29,1,41,2,NA,41,2,NA,70,8,,,NA,863.2,0,7024920
MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,45.467,-73.75,QC,-15.2,0,-7.5,-3.6,0,-25.4,0,61,0,148,47.8,0,76,15,11,,,NA,929.3,0,7025250
MONTREAL INTL A,45.471,-73.741,QC,-15.2,0,NA,-3.6,0,-25.4,0,48.6,0,NA,47.8,0,NA,15,11,,,NA,929.3,0,7025251
NICOLET,46.2,-72.617,QC,-17.8,8,-7.9,-5,1,-36,7,38.4,0,110,38.4,0,85,55,8,,,NA,716.9,0,7025440
NICOLET,46.226,-72.657,QC,-17.3,0,NA,-4.4,0,-32.3,0,,,NA,28.3,0,NA,,10,,,NA,989.5,0,7025442
NOTRE DAME DES BOIS,45.4,-71.083,QC,-16.5,3,-7.3,-4.5,1,-29,3,76,1,NA,76,1,NA,42,15,,,NA,862.6,0,7025670
ORMSTOWN,45.117,-74.05,QC,-15.6,1,-8,-1.5,1,-30.5,0,55,0,161,55,0,99,28,13,,,NA,907.4,0,7025745
PIERREVILLE,46.083,-72.833,QC,-17.1,4,-7.7,-2.5,3,-34,2,33.5,2,NA,33.5,2,NA,37,9,,,NA,841.7,0,7026043
RICHMOND,45.633,-72.133,QC,-16.4,1,NA,-3,1,-34,0,53,1,NA,53,1,NA,,11,,,NA,929.4,0,7026465
RIVIERE DES PRAIRIES,45.7,-73.5,QC,-15.8,7,-7.2,-3,7,-30,2,29.1,0,90,29.1,0,56,,9,,,NA,710.1,0,7026612
SABREVOIS,45.217,-73.2,QC,-14.7,3,-7.2,-1,2,-27,1,33.6,0,94,33.6,0,62,20,10,,,NA,817.5,0,7026734
ST AMABLE,45.667,-73.3,QC,,,NA,-3,19,-25,26,37,1,NA,37,1,NA,36,5,,,NA,,,7026818
ST ANICET,45.133,-74.35,QC,-15.7,4,-8.2,-2,3,-29,1,49.5,1,NA,49.5,1,NA,60,12,,,NA,809.1,0,7026836
ST BERNARD DE LACOLLE,45.083,-73.383,QC,-14.6,3,-7.7,-1,2,-28,2,38.5,1,NA,38.5,1,NA,21,11,,,NA,816.2,0,7026916
STE-CLOTHILDE,45.167,-73.679,QC,-16.2,0,NA,-2.3,0,-33.1,0,,,NA,207.2,0,NA,,14,,,NA,956.4,0,7027039
ST COME DE LINIERE,46.05,-70.517,QC,-17.1,16,-7,-3,6,-35,11,22,1,NA,22,1,NA,20,5,,,NA,421,0,7027083
ST EPHREM,46.067,-70.967,QC,-16.3,4,-6.2,-4.5,3,-31,2,43.2,0,90,43.2,0,65,60,12,,,NA,822.7,0,7027200
ST FLAVIEN,46.483,-71.567,QC,-17.7,0,-7.2,-4,0,-34,0,51,0,95,51,0,75,42,13,,,NA,998.8,0,7027259
STE GENEVIEVE,45.5,-73.85,QC,-14.5,5,-6.8,-3.5,2,-27,4,53.4,0,133,53.4,0,76,30,11,,,NA,747.5,0,7027280
ST GEORGES,46.15,-70.7,QC,-16.4,2,-6.4,-2.5,0,-33.5,2,17.4,0,49,17.4,0,37,32,5,,,NA,893.7,0,7027283
ST GUILLAUME,45.883,-72.767,QC,-18.7,6,-9.5,-4,3,-32,6,63,2,NA,63,2,NA,85,12,,,NA,807.2,0,7027302
MONTREAL/ST-HUBERT,45.518,-73.417,QC,-15.3,0,NA,-3.4,0,-25.3,0,,,NA,18.1,0,NA,,7,,,NA,932.8,0,7027329
ST HYACINTHE 2,45.567,-72.917,QC,-16,3,-7.5,-2.5,3,-30,3,50.9,0,136,50.9,0,83,37,10,,,NA,850.9,0,7027361
SAINT-GERMAIN-DE-GRANTHAM,45.825,-72.537,QC,-18.3,1,NA,-4.1,0,-36.8,1,,,NA,15.8,4,NA,35,6,,,NA,978.8,0,7027470
ST LUDGER,45.75,-70.683,QC,-16.5,4,-7,-1.7,4,-33.6,1,39.9,1,NA,39.9,1,NA,43,13,,,NA,828.1,0,7027516
STE MADELEINE,45.617,-73.133,QC,-17.3,16,-8.6,-3,2,-28,16,46.6,2,NA,46.6,2,NA,30,9,,,NA,423.5,0,7027517
ST MALO D AUCKLAND,45.2,-71.5,QC,-16.1,2,-6.9,-3.5,0,-31.5,2,52.7,0,77,52.7,0,61,70,13,,,NA,886.2,0,7027520
STE MARTINE,45.217,-73.85,QC,-15.4,10,-7.5,-3.5,10,-26.5,7,43.5,5,NA,43.5,5,NA,30,10,,,NA,600.4,0,7027540
ST NAZAIRE,45.733,-72.617,QC,-17.1,11,-8.3,-3,9,-31,8,55,2,NA,55,2,NA,76,11,,,NA,596.6,0,7027588
ST PIERRE DE BROUGHTON,46.25,-71.217,QC,-17.1,8,-7.3,-5,6,-32.5,4,46.2,1,NA,46.2,1,NA,,13,,,NA,702.9,0,7027656
ST PROSPER,46.217,-70.5,QC,-17.2,13,-6.4,-2.5,6,-33.5,9,15.6,2,NA,15.6,2,NA,42,5,,,NA,528.2,0,7027660
ST SEBASTIEN,45.767,-70.95,QC,-19.4,14,-9.5,-4,8,-30,7,58,0,94,58,0,76,,10,,,NA,523.8,0,7027725
ST SEVERIN,46.333,-71.05,QC,-16.1,12,-5.9,-5,4,-25.5,10,19.5,3,NA,19.5,3,NA,18,6,,,NA,546.2,0,7027733
ST THEOPHILE,45.933,-70.483,QC,-15.3,16,-5.8,-4.5,11,-28,14,31.5,2,NA,31.5,2,NA,20,9,,,NA,399.5,0,7027750
ST WENCESLAS,46.167,-72.333,QC,-17.4,12,-7.5,-4.5,9,-32.5,8,38.5,2,NA,38.5,2,NA,30,9,,,NA,566.6,0,7027783
SAWYERVILLE NORD,45.367,-71.533,QC,-17,11,-8.8,-3,9,-34.2,5,56.6,6,NA,56.6,6,NA,,12,,,NA,595.3,0,7027802
SCOTT,46.5,-71.083,QC,-17.2,8,-7.3,-4,5,-31.5,5,44.4,2,NA,44.4,2,NA,28,10,,,NA,703.8,0,7027840
SHERBROOKE,45.439,-71.691,QC,-17.5,6,NA,-3.2,6,-31.1,6,,,NA,8.4,6,NA,,3,,,NA,780.5,0,7028123
SHERBROOKE A,45.433,-71.683,QC,,,NA,,,,,56.3,0,NA,43,0,NA,31,11,,,NA,,,7028124
